pnid,MVIT,RVIT,XRVIT,TYP,Q1,Q1_1a1,Q1_1a2,Q1_1a3,Q2a1,Q2a2,Q2a3,Q2a_dk,Q2_1a1,Q2_1a2,Q2_1a3,ZQ2_31,ZQ2_32,ZQ2_33,ZQ2_34,Q2_3a2at,Q2_3a2bt,Q2_3a2ct,Q2_3a2dt,Q2_3a2et,Q2_3a3at,Q2_3a3bt,Q2_3a3ct,Q2_3a3dt,Q2_3a3et,Q2_3b2a,Q2_3b2b,Q2_3b2c,Q2_3b2d,Q2_3b2e,Q2_3b3a,Q2_3b3b,Q2_3b3c,Q2_3b3d,Q2_3b3e,Q3_1a1,Q3_1a2,Q3_1a3,Q3_2a1,Q3_2a2,Q3_2a3,Q4a1,Q4a2,Q4a3,Q4a_dk,Q4_1a1,Q4_1a2,Q4_1a3,Q4_2a1,Q4_2a2,Q4_2a3,Q4_2a_dk,Q5,Q5_1a01,Q5_1a02,Q5_1a03,Q5_1a04,Q5_1a05,Q5_1a06,Q5_1a07,Q5_1a08,Q5_1a09,Q5_1a10,Q5_1a_dk,Q6,Q6_1,Q6_1R,Q7A,Q7a_dk,Q7a2,Q7a3,Q7a4,Q7a5,Q7a6,Q7a7,Q7a8,MQ7_1,MQ7_1제외,MQ7_2,MQ7_1$15제외,MQ7_1제외$15제외,RQ7_1,RQ7_1제외,RQ7_2,RQ7_1$15제외,RQ7_1제외$15제외,Q8a01,Q8a02,Q8a03,Q8a04,Q8a05,Q8a06,Q8a07,Q8a08,Q8a09,Q8a10,Q8a11,Q8a12,Q8a13,Q8a14,Q8a15,Q8a16,Q8a17,Q8a18,Q8a19,Q8a20,Q8_1a1,Q8_1a2,Q8_1a3,Q9_1_1,Q9_1_2,Q9_1_3,Q9_1_4,Q9_1_5,Q9_2a01,Q9_2a02,Q9_2a03,Q9_2a04,Q9_2a05,Q9_2a06,Q9_2a07,Q9_2a08,Q9_2a09,Q9_2a10,Q9_2a11,Q9_2a12,Q9_2a13,Q9_2a14,Q9_2a15,Q9_2a16,Q9_2a17,KWON1,KWON2,KWON3,KWON4,KWON5,KWON6,KWON7,KWON8,KWONA1,KWONA2,KWONA3,KWONB1,KWONB2,M박HAP,M일HAP,M일HAP_61,R일HAP,서울박TOT,경기박TOT,인천박TOT,강원박TOT,대전박TOT,충북박TOT,충남박TOT,세종박TOT,경북박TOT,경남박TOT,대구박TOT,울산박TOT,부산박TOT,광주박TOT,전북박TOT,전남박TOT,제주박TOT,서울일TOT,경기일TOT,인천일TOT,강원일TOT,대전일TOT,충북일TOT,충남일TOT,세종일TOT,경북일TOT,경남일TOT,대구일TOT,울산일TOT,부산일TOT,광주일TOT,전북일TOT,전남일TOT,제주일TOT,서울박60,경기박60,인천박60,강원박60,대전박60,충북박60,충남박60,세종박60,경북박60,경남박60,대구박60,울산박60,부산박60,광주박60,전북박60,전남박60,제주박60,서울일61,경기일61,인천일61,강원일61,대전일61,충북일61,충남일61,세종일61,경북일61,경남일61,대구일61,울산일61,부산일61,광주일61,전북일61,전남일61,제주일61,WQ9_5a01,WQ9_5a02,WQ9_5a03,WQ9_5a04,WQ9_5a05,WQ9_5a06,WQ9_5a07,WQ9_5a08,WQ9_5a09,WQ9_5a10,WQ9_5a11,WQ9_5a12,WQ9_5a13,WQ9_5a14,WQ9_5a15,WQ9_5a16,WQ9_5a17,Q9_5A1,Q9_5A2,Q9_5A3,Q9_5A4,Q9_5A5,Q9_5A6,Q9_5A7,Q9_5A8,Q9_5A9,호텔숙박,모텔숙박,콘도숙박,게스숙박,민박숙박,학교숙박,친척숙박,기타숙박,호텔숙박60,모텔숙박60,콘도숙박60,게스숙박60,민박숙박60,학교숙박60,친척숙박60,기타숙박60,총액1인TOT2,C총액1인TOT2,총액1인TOT_개별국제교통비제외2,C총액1인TOT_개별국제교통비제외2,MDAY전체TOT_RAW61,RDAY전체TOT_RAW61,MDAY전체_개별국제교통비제외61,RDAY전체_개별국제교통비제외61,MDAY개별대체61,MDAY에어대체61,MDAY단체대체61,RDAY개별대체61,RDAY에어대체61,RDAY단체대체61,MDAY개별대체_개별국제교통비제외61,MDAY에어대체_개별국제교통비제외61,MDAY단체대체_개별국제교통비제외61,RDAY개별대체_개별국제교통비제외61,RDAY에어대체_개별국제교통비제외61,RDAY단체대체_개별국제교통비제외61,여행사1인대체,가이드1인대체,숙박비1인대체,음식점1인대체,식음료1인대체,국제한국1인대체,국제국외1인대체,국제수상1인대체,한국한국1인대체,한국국외1인대체,한국수상1인대체,한국철도1인대체,한국도로1인대체,대여서1인대체,유류비1인대체,문화서1인대체,오락및1인대체,쇼핑비1인대체,데이터1인대체,치료및1인대체,미용서1인대체,기타비1인대체,단기투어상품1인대체,C여행사1인대체,C가이드1인대체,C숙박비1인대체,C음식점1인대체,C식음료1인대체,C국제한국1인대체,C국제국외1인대체,C국제수상1인대체,C한국한국1인대체,C한국국외1인대체,C한국수상1인대체,C한국철도1인대체,C한국도로1인대체,C대여서1인대체,C유류비1인대체,C문화서1인대체,C오락및1인대체,C쇼핑비1인대체,C데이터1인대체,C치료및1인대체,C미용서1인대체,C기타비1인대체,C단기투어상품1인대체,Q10_2a01,Q10_2a02,Q10_2a03,Q10_2a04,Q10_2a05,Q10_2a06,Q10_2a07,Q10_2a08,Q10_2a09,Q10_2a10,Q10_2a11,Q10_2a12,Q10_2a13,MQ10_2b01,MQ10_2b02,MQ10_2b03,MQ10_2b04,MQ10_2b05,MQ10_2b06,MQ10_2b07,MQ10_2b08,MQ10_2b09,MQ10_2b10,MQ10_2b11,MQ10_2b12,MQ10_2b13,Q10_3a1,Q10_3a2,Q10_3a3,Q11,Q12a01,Q12a02,Q12a03,Q12a04,Q12a05,Q12a06,Q12a07,Q12a08,Q12a09,Q12a10,Q12a11,Q12a12,Q12a13,Q12a14,Q12a15,Q12a16,Q12a17,Q12a18,Q12a19,Q12a20,Q12a21,Q12a22,Q12a23,Q12a24,Q12a25,Q12a26,Q12a27,Q13,Q14,D_MON,D_BUN,D_NAT,D_NAT2,D_SEX,D_AGE,D_MOK,D_NUM,D_GUB,weight1,weight2,weight3,weight4,weight
15984,1,1,,1,1,1,7,8,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,5,2,4,3,,1,3,4,,5,4,6,3,8,,,6,1,,,,5,,,,9,,,2,,,2,,2,,4,,,,,4,3,0,4,3,3,3,0,3,3,1,2,3,,5,6,7,,,,,,13,,,,,,,,3,5,7,47051,,,,,1,,,,,,,,9,,,,13,,,,,1,,,,,6,,,,,3,1,2,7,8,8,8,4,,,,,,,,1,,,,2,,,,,5,,,,,,,,2,,,,3,,,,,4,,,,,,,,1,,,,2,,,,,5,,,,,,,,2,,,,3,,,,,1,,,,,,,,4,,,,1,,,,,1,,,4,,,,,,6,,,1,,,,,6,,,1,,,,,3080.00,4,1780.00,2,385.00,4,222.50,3,385.00,,,4,,,222.50,,,3,,,,0.00,430.00,300.00,200.00,0.00,1300.00,0.00,180.00,0.00,0.00,20.00,100.00,0.00,0.00,100.00,0.00,300.00,30.00,0.00,120.00,0.00,0.00,,1,4,4,4,1,5,1,3,1,1,2,3,1,1,3,1,4,2,1,4,1,1,1,2,3,,,6,,,,10,,,,40.00,30.00,20.00,0.00,0.00,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,4,7,5,5,5,4,5,,5,4,3,,,,,,5,,,,3,5,5,4,4,4,5,9,5,9,,4,5,10,4,4,,2,5,1,1,1,,,,1984.76,1984.76
15985,1,1,,1,1,1,5,7,1,,,,1,5,7,1,,,,,,,,,,,,,,,,,,,,,,,,5,1,3,8,6,2,1,,,,1,5,4,2,,,,4,1,,,,,,,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,1,2,3,4,5,6,,,,,11,,,,,,,,,,6,5,1,11515,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,6,7,7,7,6,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6,,,,,,,,6,,,,,,,,1875.85,2,772.41,1,267.98,3,110.34,3,267.98,,,3,,,110.34,,,3,,,,0.00,367.81,147.13,73.56,1103.44,0.00,0.00,0.00,0.00,0.00,36.78,0.00,0.00,0.00,0.00,0.00,147.13,0.00,0.00,0.00,0.00,0.00,,1,4,4,3,4,1,1,1,1,1,3,1,1,1,1,1,4,1,1,1,1,1,1,2,,,,,,,,,,,,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,3,6,5,5,5,5,5,5,5,,,,,5,,,,,,5,5,5,5,5,5,5,5,5,5,,5,5,10,4,4,,2,2,1,1,1,,,,613.37,613.37
15986,10,4,5,1,3,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,11,1,1,,,,,,,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,18,,,18,,,11504,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,2,3,3,3,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,2,,,,,,,,680.00,1,421.64,1,226.67,3,140.55,3,226.67,,,3,,,140.55,,,3,,,,0.00,275.58,103.34,0.00,258.36,0.00,0.00,0.00,0.00,0.00,13.78,13.78,0.00,0.00,0.00,0.00,0.00,15.16,0.00,0.00,0.00,0.00,,1,4,4,1,4,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,4,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,,4,4,10,4,2,,1,5,3,4,1,,,,1786.62,1786.62
15987,2,2,5,3,1,8,7,2,1,3,2,,7,8,4,1,,,,,,,,,,,,,,,,,,,,,,,,1,12,2,10,6,4,1,2,3,,1,5,6,3,2,4,,4,,,,,,,,,,,,,,,2,,,3,,,,,,4,3,0,4,3,3,3,0,3,3,1,2,3,,5,6,,,9,,,12,,,,,,,,,5,1,2,11001,,,,,1,,,,,,,,,,,,13,,,,17,1,,,,,6,,8,,,3,1,2,6,7,7,7,3,,,,,,,,,,,,1,,,,2,4,,,,,,,,,,,,2,,,,3,3,,,,,,,,,,,,1,,,,2,4,,,,,,,,,,,,2,,,,3,1,,,,,,,,,,,,1,,,,1,1,,,,,,,,,6,,,,,,,,6,,,,,,,,2313.00,3,2313.00,3,330.43,4,330.43,4,,,330.4,,,4,,,330.43,,,4,1785.20,0.00,,38.81,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,465.70,23.29,0.00,0.00,0.00,,5,1,,3,1,,,,1,1,1,1,1,1,1,1,1,4,2,1,1,1,,1,,3,4,,,,,,,,,,40.00,0.00,40.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,6,3,4,4,5,4,,4,4,,,4,,,4,,,,,4,4,5,4,3,4,4,9,4,4,5,5,5,10,4,10,,2,2,1,2,3,,,,548.64,548.64
15988,2,2,5,1,1,5,2,6,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,4,8,4,6,,3,1,4,,3,6,2,3,6,,,5,1,,,,,,,,,,,2,,,2,,,,,,6,,,2,1,0,2,1,2,1,0,2,1,,2,3,,5,,,8,,,,,,,,,,,,,8,2,3,26901,,,,,,,,,,,,,,,,,13,,,,,,,,,,6,,,,2,,,2,3,4,4,4,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,4,,,,,,,,4,,,,,,,,,3,,,,,,,,3,,,,,619.48,1,408.68,1,154.87,3,102.17,3,154.87,,,3,,,102.17,,,3,,,,0.00,102.00,136.00,0.00,210.80,0.00,0.00,0.00,0.00,0.00,12.24,10.88,0.00,0.00,0.00,0.00,136.00,11.56,0.00,0.00,0.00,0.00,,1,3,4,1,4,1,1,1,1,1,2,2,1,1,1,1,4,2,1,1,1,1,1,,3,,,6,,,,,,,,30.00,0.00,40.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,6,5,5,,5,4,,4,,,5,,,,,,,,,5,5,5,5,4,3,5,9,4,9,,5,5,10,4,2,,2,2,1,2,1,,,,2104.07,2104.07
15989,1,1,,3,1,4,,,1,2,3,,4,,,,2,,4,1,,,,,,,,,,1,,,,,,,,,,10,3,2,5,6,3,4,,,,,,,2,10,,,6,,,,,,,,,,,,,,,2,,2,,,,,,,3,2,1,2,1,3,2,1,2,1,,2,3,,5,,7,,,,11,,13,,,,,,,,13,11,7,11919,,,,,1,,3,,,,,,,,,,13,,,,17,1,,3,,,6,,8,,,3,1,2,7,8,8,8,2,,2,,,,,,,,,,1,,,,2,3,,3,,,,,,,,,,2,,,,3,2,,2,,,,,,,,,,1,,,,2,3,,3,,,,,,,,,,2,,,,3,1,,1,,,,,,,,,,1,,,,1,1,,,,,,,,,7,,,,,,,,7,,,,,,,,693.90,1,693.90,1,86.74,2,86.74,2,,,86.7,,,2,,,86.74,,,2,502.83,0.00,,15.08,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,175.99,0.00,0.00,0.00,0.00,,4,1,,2,1,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,1,,,2,,,,,7,,,,,,13,0.00,30.00,0.00,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,30.00,2,6,,4,,3,5,,4,,4,,,,4,,4,,,,4,4,4,4,4,4,4,4,4,4,4,4,5,10,4,10,,2,4,1,1,3,,,,527.49,527.49
15990,2,2,5,1,3,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,8,1,5,8,2,3,,3,1,,,,,,,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,18,,,18,,,11922,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,3,4,4,4,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,3,,,,,,,,4193.09,4,514.94,1,1048.27,5,128.74,3,1048.27,,,5,,,128.74,,,3,,,,0.00,367.81,147.13,0.00,3678.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,5,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,5,5,10,4,4,,2,4,3,2,1,,,,953.84,953.84
15991,5,4,5,1,3,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,,1,4,,,,,11,3,1,,,,,,,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,18,,,1,18,,99999,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,2,3,3,3,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,2,,,,,,,,5200.00,5,841.33,1,1687.50,5,280.44,3,1687.50,,,5,,,280.44,,,3,,,,0.00,506.82,152.05,30.41,4358.67,0.00,0.00,0.00,0.00,0.00,0.00,152.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1,5,4,3,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,5,5,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,5,5,10,4,4,,2,5,3,4,1,,,,1984.76,1984.76
15992,1,1,,3,1,1,9,8,3,1,2,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,12,1,2,9,4,6,5,7,,,,,8,2,6,,6,,,,,,,,,,,,,,,2,,,,,,6,,,4,3,1,3,2,3,3,1,3,2,1,2,3,,5,6,,,9,,,,,,,,,,,,9,2,6,50500,,,,,1,,,,,,,,,,,,13,,,,17,1,,,,,6,,8,,,3,1,2,5,6,6,6,2,,,,,,,,,,,,1,,,,2,3,,,,,,,,,,,,1,,,,3,2,,,,,,,,,,,,1,,,,2,3,,,,,,,,,,,,1,,,,3,1,,,,,,,,,,,,1,,,,1,1,,,,,,,,,5,,,,,,,,5,,,,,,,,2313.00,3,2313.00,3,385.50,4,385.50,4,,,385.5,,,4,,,385.50,,,4,1521.71,0.00,,30.43,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,760.86,0.00,0.00,0.00,0.00,,5,1,,3,1,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,1,,1,2,,,,,7,,,,,,,35.00,30.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,2,3,,5,4,5,4,,5,5,,,5,,,,,,,,4,2,3,4,4,3,3,5,5,5,5,4,5,10,4,10,,2,3,1,1,3,,,,834.35,834.35
15993,5,4,5,1,3,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,,,,,,,,,11,2,1,,,,,,,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,18,,,18,,,11922,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,3,4,4,4,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,3,,,,,,,,4347.57,4,669.42,1,1086.89,5,167.36,3,1086.89,,,5,,,167.36,,,3,,,,0.00,441.38,220.69,0.00,3678.15,0.00,0.00,0.00,0.00,0.00,7.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1,4,4,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,5,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,5,5,10,4,4,,1,5,3,4,1,,,,1836.83,1836.83
15994,1,1,,1,1,1,5,8,1,,,,1,6,7,,2,,4,1,,,,,,,,,,,,,,,,,,,,1,4,5,8,3,4,1,,,,1,6,7,3,8,,,4,1,,,,,,,,,,,2,,,2,,2,,,,,,,2,1,0,2,1,2,1,0,2,1,1,,3,,5,6,,,,,,,,,,,,,,,5,1,3,11012,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,2,3,3,3,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,2,,,,,,,,1456.55,2,353.10,1,485.52,4,117.70,3,485.52,,,4,,,117.70,,,3,,,,0.00,220.69,73.56,36.78,1103.44,0.00,0.00,0.00,0.00,0.00,14.71,0.00,0.00,0.00,7.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1,4,3,3,4,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,5,5,,5,,5,5,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,4,5,10,4,4,,2,3,1,1,1,,,,1126.15,1126.15
15995,2,2,5,1,1,4,9,10,1,12,6,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,10,9,5,10,6,3,5,6,1,,5,4,10,,,,11,6,1,,,,,,,,,,,2,,,2,,2,,,,,,,2,1,0,2,1,2,1,0,2,1,,2,,,5,6,7,,,,,,,,,,,,,,6,5,2,11175,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,11,12,12,11,11,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,11,,,,,,,,11,,,,,,,,3450.00,4,2289.74,3,287.50,3,190.81,3,287.50,,,3,,,190.81,,,3,,,,0.00,1396.85,504.46,75.67,1160.26,0.00,0.00,0.00,0.00,0.00,100.89,0.00,0.00,0.00,0.00,0.00,151.34,60.54,0.00,0.00,0.00,0.00,,1,5,4,3,4,1,1,1,1,1,4,1,1,1,1,1,4,3,1,1,1,1,1,,3,,,,,,,,,,,50.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,6,4,5,,4,,,5,5,5,,,,,,,,,,4,4,5,5,5,5,5,5,5,5,,5,5,10,4,4,,1,2,1,2,1,,,,733.99,733.99
15996,2,2,5,1,2,2,7,5,10,4,1,,7,4,8,1,,,,,,,,,,,,,,,,,,,,,,,,13,2,3,3,10,4,1,4,,,6,3,,7,,,,4,,,,,,,,,,,99,2,,,2,,,,,,6,,,2,1,0,2,1,2,1,0,2,1,1,2,3,,,,7,,,,,,13,,,,,,,,13,2,3,26508,,,,,,,,,,,,,,,,12,13,,,,,,,,,,6,,,,2,,,2,5,6,6,6,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,,,7,2,,,,,,2,,,,,7,,,,1,,,,,4,,,1,,,,,4,,1029.88,2,605.59,1,171.65,3,100.93,3,171.65,,,3,,,100.93,,,3,,,,0.00,23.14,115.72,23.14,0.00,424.30,0.00,0.00,0.00,0.00,0.00,30.86,0.00,0.00,15.43,0.00,308.58,11.57,0.00,77.14,0.00,0.00,,1,1,4,2,1,4,1,1,1,1,1,3,1,1,2,1,4,2,1,3,1,1,1,2,3,,,6,,,,,,,,40.00,30.00,20.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,4,6,5,5,5,5,,,,5,,,,,,4,,,,4,3,5,5,5,4,5,4,5,5,,5,4,10,4,6,,2,4,2,2,1,,,,850.43,850.43
15997,1,1,,1,1,1,4,9,1,3,6,,2,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,12,11,2,5,10,8,1,3,4,,7,5,1,7,1,3,,6,1,2,3,,,,,,,,,2,,,2,,2,,,,,,,2,1,0,2,1,2,1,0,2,1,1,2,,,5,,,,,,,12,,,,,,,,,2,5,12,11528,,,,,1,,,,,,,,,,,,,,,,17,1,,,,,,,8,,,3,1,2,10,11,11,11,6,,,,,,,,,,,,,,,,4,7,,,,,,,,,,,,,,,,5,6,,,,,,,,,,,,,,,,4,7,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,10,,,,,,,,10,,,,,,,,3739.35,4,2974.66,3,339.94,4,270.42,3,339.94,,,4,,,270.42,,,3,,,,0.00,764.69,573.52,0.00,0.00,764.69,0.00,267.64,0.00,0.00,0.00,0.00,114.70,38.23,0.00,38.23,1147.04,30.59,0.00,0.00,0.00,0.00,,1,5,4,1,1,5,1,4,1,1,1,1,4,3,1,3,4,3,1,1,1,1,1,,3,,,,,,,,,,,50.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,3,,5,5,5,,,5,,,,,,,5,,,,,5,5,5,5,5,5,5,5,5,5,,4,4,10,4,10,,1,2,1,1,1,,,,497.14,497.14
15998,7,4,5,1,3,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,11,2,1,,,,,,,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,18,,,18,,,11003,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,2,3,3,3,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,2,,,,,,,,1079.40,2,462.60,1,359.80,4,154.20,3,359.80,,,4,,,154.20,,,3,,,,0.00,308.40,154.20,0.00,0.00,616.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1,4,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,4,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,,4,4,10,4,10,,1,4,3,4,1,,,,594.50,594.50
15999,2,2,5,1,1,2,5,4,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,14,2,1,4,5,10,1,2,4,,3,6,7,4,3,,,5,1,,,,,,,,,10,,2,,,2,,,,,,6,,,2,1,0,2,1,2,1,0,2,1,1,2,3,,,,,,,,,,,14,,,,,,,14,2,1,26512,,,,,,,,,,,,,,,,,13,,,,,,,,,,6,,,,2,,,2,6,7,7,7,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,6,,,,,,,,6,,,,,,,1765.51,2,1361.49,2,252.22,3,194.50,3,252.22,,,3,,,194.50,,,3,,,,0.00,190.58,190.58,22.87,0.00,404.02,0.00,0.00,0.00,0.00,0.00,30.49,0.00,0.00,0.00,0.00,228.69,12.20,686.08,0.00,0.00,0.00,,1,3,4,2,1,4,1,1,1,1,1,3,1,1,1,1,4,2,4,1,1,1,,2,3,4,,,,,,,,,,0.00,30.00,40.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,3,7,5,4,5,5,,,,,,,,,,,5,,,5,3,5,4,4,5,5,5,5,5,,4,5,10,4,6,,2,2,1,2,1,,,,640.98,640.98
